Seed no.,Date,Type of Soil,Sunlight,Frequency of water,Nitrogren,Phosphorus,Potassium,Height (mm),Number of leaves
Seed 13,2-Apr,Loam Soil,2,1,2.5,1.3,3.3,33,2
Seed 14,2-Apr,Loam Soil,2,1,2.3,2.2,2.8,36,2
Seed 15,2-Apr,Loam Soil,2,1,2,1.8,3,50,3
Seed 16,2-Apr,Loam Soil,2,1,2.6,1.5,2.5,51,4
Seed 17,2-Apr,Loam Soil,2,1,1.7,1.3,3.2,39,4
Seed 18,2-Apr,Loam Soil,2,1,2.9,1.9,2.6,39,2
Seed 19,2-Apr,Loam Soil,2,1,2.6,2,3.7,30,4
Seed 20,2-Apr,Loam Soil,2,1,1.9,1.4,2.8,35,4
Seed 21,2-Apr,Loam Soil,2,1,2.3,1.8,3.2,34,3
Seed 22,2-Apr,Loam Soil,2,1,2.1,1.3,3.5,33,4
Seed 23,2-Apr,Loam Soil,2,1,2.8,2.2,2.6,38,2
Seed 24,2-Apr,Loam Soil,2,1,2.4,1.6,3.1,42,2
Seed 25,2-Apr,Loam Soil,2,1,2,1.9,2.7,50,2
Seed 26,2-Apr,Loam Soil,2,1,2.7,1.5,3.4,53,2
Seed 27,2-Apr,Loam Soil,2,1,2.5,1.7,3,38,3
Seed 28,2-Apr,Loam Soil,2,1,2.2,1.2,2.9,34,3
Seed 29,2-Apr,Loam Soil,2,1,1.8,2.1,3.3,30,3
Seed 30,2-Apr,Loam Soil,2,1,2.9,1.4,2.5,33,2
Seed 31,2-Apr,Loam Soil,2,1,2.3,1.7,3.6,53,4
Seed 32,2-Apr,Loam Soil,2,1,2.1,1.9,2.8,0,0
Seed 33,2-Apr,Loam Soil,2,1,2.6,1.3,3.2,25,3
Seed 34,2-Apr,Loam Soil,2,1,2.4,1.5,3.5,35,4
Seed 35,2-Apr,Loam Soil,2,1,2,2.2,2.6,50,2
Seed 36,2-Apr,Loam Soil,2,1,2.7,1.6,3.1,50,2
Seed 37,2-Apr,Loam Soil,2,1,2.5,1.8,2.7,43,2
Seed 38,2-Apr,Loam Soil,2,1,2.2,1.4,3.4,42,2
Seed 39,2-Apr,Loam Soil,2,1,2.8,1.7,3,39,2
Seed 40,2-Apr,Loam Soil,2,1,2.3,1.2,2.9,40,2
Seed 41,2-Apr,Loam Soil,2,1,2.1,2.1,3.3,40,2
Seed 42,2-Apr,Loam Soil,2,1,2.9,1.3,2.5,44,3
Seed 43,2-Apr,Loam Soil,2,1,2.6,1.7,3.6,33,2
Seed 44,2-Apr,Loam Soil,2,1,2.4,1.9,2.8,36,3
Seed 45,2-Apr,Loam Soil,2,1,2,1.3,3.2,41,3
Seed 46,2-Apr,Loam Soil,2,1,2.7,1.5,3.5,53,2
Seed 47,2-Apr,Loam Soil,2,1,2.5,2.2,2.6,50,2
Seed 48,2-Apr,Loam Soil,2,1,2.2,1.6,3.1,33,3
Seed 49,2-Apr,Loam Soil,2,1,2.8,1.8,2.7,40,3
Seed 50,2-Apr,Loam Soil,2,1,2.3,1.4,3.4,43,2
Seed 51,2-Apr,Loam Soil,2,1,2.1,1.7,3,43,3
Seed 52,2-Apr,Loam Soil,2,1,2.6,1.2,2.9,39,4
Seed 53,2-Apr,Loam Soil,2,1,2.4,2.1,3.3,37,2
Seed 54,2-Apr,Loam Soil,2,1,2,1.4,2.5,39,4
Seed 55,2-Apr,Loam Soil,2,1,2.7,1.7,3.6,59,2
Seed 56,2-Apr,Loam Soil,2,1,2.5,1.9,2.8,54,2
Seed 57,2-Apr,Loam Soil,2,1,2.4,1.5,3.2,38,2
Seed 58,2-Apr,Loam Soil,2,1,2.1,1.9,3.6,35,2
Seed 59,2-Apr,Loam Soil,2,1,2.7,1.3,2.7,33,2
Seed 60,2-Apr,Loam Soil,2,1,2.5,1.7,3.1,39,2
Seed 61,2-Apr,Loam Soil,2,1,2.2,2.2,3.5,45,2
Seed 62,2-Apr,Loam Soil,2,1,2.8,1.6,2.9,28,4
Seed 63,2-Apr,Loam Soil,2,1,2.3,1.4,3.4,34,2
Seed 64,2-Apr,Loam Soil,2,1,2.1,1.8,3,50,4
Seed 65,2-Apr,Loam Soil,2,1,2.6,1.2,2.8,55,4
Seed 66,2-Apr,Organic Soil,1.5,1,2.4,2.1,3.3,15,2
Seed 67,2-Apr,Organic Soil,1.5,1,2,1.5,2.6,0,0
Seed 68,2-Apr,Organic Soil,1.5,1,2.7,1.7,3.7,15,2
Seed 69,2-Apr,Organic Soil,1.5,1,2.5,1.9,2.9,15,2
Seed 70,2-Apr,Organic Soil,1.5,1,2.2,1.3,3.2,0,0
Seed 71,2-Apr,Organic Soil,1.5,1,2.8,1.6,3.5,14,2
Seed 72,2-Apr,Organic Soil,1.5,1,2.3,2.2,2.7,0,0
Seed 73,2-Apr,Organic Soil,1.5,1,2.1,1.4,3.1,0,0
Seed 74,2-Apr,Organic Soil,1.5,1,2.6,1.8,3.4,16,2
Seed 75,2-Apr,Organic Soil,1.5,1,2.4,1.7,3,0,0
Seed 76,2-Apr,Organic Soil,1.5,1,2,1.2,2.8,0,0
Seed 77,2-Apr,Organic Soil,1.5,1,2.7,2.1,3.3,20,2
Seed 78,2-Apr,Organic Soil,1.5,1,2.5,1.5,2.6,0,0
Seed 79,2-Apr,Organic Soil,1.5,1,2.2,1.9,3.7,18,2
Seed 80,2-Apr,Organic Soil,1.5,1,2.8,1.3,2.9,0,0
Seed 81,2-Apr,Organic Soil,1.5,1,2.3,1.7,3.2,0,0
Seed 82,2-Apr,Organic Soil,1.5,1,2.1,1.6,3.5,15,2
Seed 83,2-Apr,Organic Soil,1.5,1,2.6,1.4,2.7,0,0
Seed 84,2-Apr,Organic Soil,1.5,1,2.4,1.8,3.1,15,2
Seed 85,2-Apr,Organic Soil,1.5,1,2,1.3,3.4,0,0
Seed 86,2-Apr,Organic Soil,1.5,1,2.7,2.2,3,11,2
Seed 87,2-Apr,Organic Soil,1.5,1,2.5,1.6,2.8,0,0
Seed 88,2-Apr,Organic Soil,1.5,1,2.2,1.4,3.3,17,2
Seed 89,2-Apr,Organic Soil,1.5,1,2.8,1.9,2.6,0,0
Seed 90,2-Apr,Organic Soil,1.5,1,2.3,1.5,3.7,0,0
Seed 91,2-Apr,Organic Soil,1.5,1,2.1,1.7,2.9,0,0
Seed 92,2-Apr,Organic Soil,1.5,1,2.6,1.2,3.2,13,2
Seed 93,2-Apr,Organic Soil,1.5,1,2.4,2.1,3.5,0,0
Seed 94,2-Apr,Organic Soil,1.5,1,2,1.6,2.7,15,2
Seed 95,2-Apr,Organic Soil,1.5,1,2.5,1.4,3.1,0,0
Seed 96,2-Apr,Organic Soil,1.5,1,2.2,1.9,3.6,0,0
Seed 97,2-Apr,Organic Soil,1.5,1,2.8,1.3,2.8,0,0
Seed 98,2-Apr,Organic Soil,1.5,1,2.3,1.7,3.2,0,0
Seed 99,2-Apr,Organic Soil,1.5,1,2.1,2.2,3.5,18,2
Seed 100,2-Apr,Organic Soil,1.5,1,2.6,1.6,2.9,0,0
Seed 101,2-Apr,Organic Soil,1.5,1,2.4,1.4,3.3,17,2
Seed 102,2-Apr,Organic Soil,1.5,1,2,1.8,2.7,0,0
Seed 103,2-Apr,Organic Soil,1.5,1,2.7,1.2,2.6,0,0
Seed 104,2-Apr,Organic Soil,1.5,1,2.5,2.1,3,17,2
Seed 105,2-Apr,Organic Soil,1.5,1,2.2,1.5,3.4,0,0
Seed 106,2-Apr,Organic Soil,1.5,1,2.8,1.7,2.8,0,0
Seed 107,2-Apr,Organic Soil,1.5,1,2.3,1.9,3.1,18,2
Seed 108,2-Apr,Organic Soil,1.5,1,2.1,1.3,3.5,0,0
Seed 109,2-Apr,Organic Soil,1.5,1,2.6,1.7,2.9,0,0
Seed 110,2-Apr,Organic Soil,1.5,1,2.4,1.6,3.3,18,2
Seed 111,2-Apr,Organic Soil,1.5,1,2,1.2,2.7,0,0
Seed 112,2-Apr,Organic Soil,1.5,1,2.7,2.1,3,0,0
Seed 113,2-Apr,Organic Soil,1.5,1,2.5,1.5,3.4,17,2
Seed 114,2-Apr,Organic Soil,1.5,1,2.2,1.8,3.2,0,0
Seed 115,2-Apr,Organic Soil,1.5,1,2.8,1.4,2.6,0,0
Seed 116,2-Apr,Organic Soil,1.5,1,2.3,1.6,3.1,16,2
Seed 117,2-Apr,Organic Soil,1.5,1,2.1,1.9,3.5,0,0
Seed 118,2-Apr,Organic Soil,1.5,1,2.6,1.3,2.9,0,0
Seed 119,2-Apr,Organic Soil,1.5,1,2.4,1.7,3.3,15,2
Seed 120,2-Apr,Organic Soil,1.5,1,2,2.2,2.7,0,0
Seed 121,2-Apr,Organic Soil,1.5,1,2.7,1.5,3,13,2
Seed 122,2-Apr,Organic Soil,1.5,1,2.5,1.8,3.4,0,0
Seed 123,2-Apr,Organic Soil,1.5,1,2.2,1.4,2.8,0,0
Seed 124,2-Apr,Organic Soil,1.5,1,2.8,1.6,3.1,14,2
Seed 125,2-Apr,Organic Soil,1.5,1,2.3,1.2,3.5,0,0
Seed 126,2-Apr,Organic Soil,1.5,1,2.1,2.1,2.9,0,0
Seed 127,2-Apr,Organic Soil,1.5,1,2.6,1.5,3.3,0,0
Seed 128,2-Apr,Organic Soil,1.5,1,2.4,1.9,2.7,0,0
Seed 129,2-Apr,Organic Soil,1.5,1,2,1.3,3,16,2
Seed 130,2-Apr,Organic Soil,1.5,1,2.7,1.7,3.4,17,2
Seed 1,3-Apr,Loam Soil,2,1,2.8,1.5,2.8,38,2
Seed 2,3-Apr,Loam Soil,2,1,2.2,1.6,3.1,40,4
Seed 3,3-Apr,Loam Soil,2,1,1.9,2,2.9,38,3
Seed 4,3-Apr,Loam Soil,2,1,2.5,1.8,3.2,35,2
Seed 5,3-Apr,Loam Soil,2,1,1.6,1.4,2.7,46,3
Seed 6,3-Apr,Loam Soil,2,1,2.3,1.9,3.3,44,2
Seed 7,3-Apr,Loam Soil,2,1,1.8,1.7,2.8,33,2
Seed 8,3-Apr,Loam Soil,2,1,2.1,1.5,3.1,32,4
Seed 9,3-Apr,Loam Soil,2,1,1.5,2.2,2.6,41,2
Seed 10,3-Apr,Loam Soil,2,1,2.4,1.6,3.4,40,2
Seed 11,3-Apr,Loam Soil,2,1,2.7,1.8,2.9,35,3
Seed 12,3-Apr,Loam Soil,2,1,1.7,1.6,2.5,31,3
Seed 13,3-Apr,Loam Soil,2,1,2,1.4,3.2,33,2
Seed 14,3-Apr,Loam Soil,2,1,2.6,2.3,2.7,36,2
Seed 15,3-Apr,Loam Soil,2,1,1.4,1.9,3.3,50,3
Seed 16,3-Apr,Loam Soil,2,1,2.8,1.7,2.8,51,4
Seed 17,3-Apr,Loam Soil,2,1,2.2,1.6,3.1,39,4
Seed 18,3-Apr,Loam Soil,2,1,1.9,2,2.9,40,2
Seed 19,3-Apr,Loam Soil,2,1,2.5,1.8,3.2,30,4
Seed 20,3-Apr,Loam Soil,2,1,1.6,1.4,2.7,35,4
Seed 21,3-Apr,Loam Soil,2,1,2.3,1.9,3.3,34,3
Seed 22,3-Apr,Loam Soil,2,1,1.8,1.7,2.8,33,4
Seed 23,3-Apr,Loam Soil,2,1,2.1,1.5,3.1,38,2
Seed 24,3-Apr,Loam Soil,2,1,1.5,2.2,2.6,42,2
Seed 25,3-Apr,Loam Soil,2,1,2.7,1.8,2.9,50,2
Seed 26,3-Apr,Loam Soil,2,1,1.7,1.6,2.5,53,2
Seed 27,3-Apr,Loam Soil,2,1,2,1.4,3.2,38,3
Seed 28,3-Apr,Loam Soil,2,1,2.6,2.3,2.7,34,3
Seed 29,3-Apr,Loam Soil,2,1,1.4,1.9,3.3,30,3
Seed 30,3-Apr,Loam Soil,2,1,2.8,1.7,2.8,33,2
Seed 31,3-Apr,Loam Soil,2,1,2.2,1.6,3.1,53,4
Seed 32,3-Apr,Loam Soil,2,1,1.9,2,2.9,0,0
Seed 33,3-Apr,Loam Soil,2,1,2.5,1.8,3.2,25,3
Seed 34,3-Apr,Loam Soil,2,1,1.6,1.4,2.7,35,4
Seed 35,3-Apr,Loam Soil,2,1,2.3,1.9,3.3,50,2
Seed 36,3-Apr,Loam Soil,2,1,1.8,1.7,2.8,50,2
Seed 37,3-Apr,Loam Soil,2,1,2.1,1.5,3.1,43,2
Seed 38,3-Apr,Loam Soil,2,1,1.5,2.2,2.6,42,2
Seed 39,3-Apr,Loam Soil,2,1,2.4,1.6,3.4,39,3
Seed 40,3-Apr,Loam Soil,2,1,2.7,1.5,2.9,40,2
Seed 41,3-Apr,Loam Soil,2,1,1.7,1.3,2.5,40,2
Seed 42,3-Apr,Loam Soil,2,1,2,2.1,3.2,44,3
Seed 43,3-Apr,Loam Soil,2,1,2.6,1.4,2.7,33,3
Seed 44,3-Apr,Loam Soil,2,1,1.4,1.7,3.3,36,3
Seed 45,3-Apr,Loam Soil,2,1,2.8,1.6,2.8,41,3
Seed 46,3-Apr,Loam Soil,2,1,2.2,1.5,3.1,53,2
Seed 47,3-Apr,Loam Soil,2,1,1.9,2.2,2.9,50,2
Seed 48,3-Apr,Loam Soil,2,1,2.5,1.4,3.2,33,3
Seed 49,3-Apr,Loam Soil,2,1,1.6,1.8,2.7,40,3
Seed 50,3-Apr,Loam Soil,2,1,2.3,1.3,3.3,43,3
Seed 51,3-Apr,Loam Soil,2,1,1.8,2.1,2.8,43,3
Seed 52,3-Apr,Loam Soil,2,1,2.1,1.7,3.1,39,4
Seed 53,3-Apr,Loam Soil,2,1,1.5,1.5,2.6,37,2
Seed 54,3-Apr,Loam Soil,2,1,2.4,1.3,3.4,39,4
Seed 55,3-Apr,Loam Soil,2,1,2.7,2,2.9,59,2
Seed 56,3-Apr,Loam Soil,2,1,1.7,1.4,2.5,54,2
Seed 57,3-Apr,Loam Soil,2,1,2,1.6,3.2,38,2
Seed 58,3-Apr,Loam Soil,2,1,2.6,1.9,2.7,35,2
Seed 59,3-Apr,Loam Soil,2,1,1.4,1.5,3.3,33,3
Seed 60,3-Apr,Loam Soil,2,1,2.8,1.8,2.8,39,2
Seed 61,3-Apr,Loam Soil,2,1,2.2,1.6,3.1,45,2
Seed 62,3-Apr,Loam Soil,2,1,1.9,2,2.9,28,4
Seed 63,3-Apr,Loam Soil,2,1,1.6,1.4,2.7,34,2
Seed 64,3-Apr,Loam Soil,2,1,2.3,1.3,3.3,50,4
Seed 65,3-Apr,Loam Soil,2,1,1.8,2.1,2.8,55,4
Seed 66,3-Apr,Organic Soil,1.5,1,2.1,1.7,3.1,20,2
Seed 67,3-Apr,Organic Soil,1.5,1,1.5,1.5,2.6,0,0
Seed 68,3-Apr,Organic Soil,1.5,1,2.4,1.3,3.4,18,2
Seed 69,3-Apr,Organic Soil,1.5,1,2.7,2,2.9,17,2
Seed 70,3-Apr,Organic Soil,1.5,1,1.7,1.4,2.5,0,0
Seed 71,3-Apr,Organic Soil,1.5,1,2,1.6,3.2,17,2
Seed 72,3-Apr,Organic Soil,1.5,1,2.6,1.9,2.7,0,0
Seed 73,3-Apr,Organic Soil,1.5,1,1.4,1.5,3.3,0,0
Seed 74,3-Apr,Organic Soil,1.5,1,2.8,1.8,2.8,16,2
Seed 75,3-Apr,Organic Soil,1.5,1,2.2,1.6,3.1,0,0
Seed 76,3-Apr,Organic Soil,1.5,1,1.9,2,2.9,0,0
Seed 77,3-Apr,Organic Soil,1.5,1,2.5,1.8,3.2,23,2
Seed 78,3-Apr,Organic Soil,1.5,1,1.6,1.4,2.7,0,0
Seed 79,3-Apr,Organic Soil,1.5,1,2.3,1.3,3.3,21,2
Seed 80,3-Apr,Organic Soil,1.5,1,1.8,2.1,2.8,0,0
Seed 81,3-Apr,Organic Soil,1.5,1,2.1,1.7,3.1,0,0
Seed 82,3-Apr,Organic Soil,1.5,1,1.5,1.5,2.6,18,2
Seed 83,3-Apr,Organic Soil,1.5,1,2.4,1.3,3.4,0,0
Seed 84,3-Apr,Organic Soil,1.5,1,2.7,2,2.9,15,2
Seed 85,3-Apr,Organic Soil,1.5,1,1.7,1.4,2.5,0,0
Seed 86,3-Apr,Organic Soil,1.5,1,2,1.6,3.2,14,2
Seed 87,3-Apr,Organic Soil,1.5,1,2.6,1.9,2.7,0,0
Seed 88,3-Apr,Organic Soil,1.5,1,1.4,1.5,3.3,22,2
Seed 89,3-Apr,Organic Soil,1.5,1,2.8,1.8,2.8,0,0
Seed 90,3-Apr,Organic Soil,1.5,1,2.2,1.6,3.1,0,0
Seed 91,3-Apr,Organic Soil,1.5,1,1.9,2,2.9,0,0
Seed 92,3-Apr,Organic Soil,1.5,1,2.5,1.8,3.2,16,2
Seed 93,3-Apr,Organic Soil,1.5,1,1.6,1.4,2.7,0,0
Seed 94,3-Apr,Organic Soil,1.5,1,2.3,1.3,3.3,18,2
Seed 95,3-Apr,Organic Soil,1.5,1,1.8,2.1,2.8,0,0
Seed 96,3-Apr,Organic Soil,1.5,1,2.1,1.7,3.1,0,0
Seed 97,3-Apr,Organic Soil,1.5,1,1.5,1.5,2.6,0,0
Seed 98,3-Apr,Organic Soil,1.5,1,2.4,1.3,3.4,0,0
Seed 99,3-Apr,Organic Soil,1.5,1,2.7,2,2.9,23,2
Seed 100,3-Apr,Organic Soil,1.5,1,1.7,1.4,2.5,0,0
Seed 101,3-Apr,Organic Soil,1.5,1,2,1.6,3.2,20,2
Seed 102,3-Apr,Organic Soil,1.5,1,2.2,1.3,3.1,0,0
Seed 103,3-Apr,Organic Soil,1.5,1,1.9,1.5,2.9,0,0
Seed 104,3-Apr,Organic Soil,1.5,1,2.5,1.6,3.2,20,2
Seed 105,3-Apr,Organic Soil,1.5,1,1.6,2,2.7,0,0
Seed 106,3-Apr,Organic Soil,1.5,1,2.3,1.7,3.3,0,0
Seed 107,3-Apr,Organic Soil,1.5,1,1.8,1.4,2.8,23,2
Seed 108,3-Apr,Organic Soil,1.5,1,2.1,2.2,3.1,0,0
Seed 109,3-Apr,Organic Soil,1.5,1,1.5,1.9,2.6,0,0
Seed 110,3-Apr,Organic Soil,1.5,1,2.4,1.5,3.4,24,2
Seed 111,3-Apr,Organic Soil,1.5,1,2.7,1.8,2.9,0,0
Seed 112,3-Apr,Organic Soil,1.5,1,1.7,1.6,2.5,0,0
Seed 113,3-Apr,Organic Soil,1.5,1,2,1.3,3.2,20,2
Seed 114,3-Apr,Organic Soil,1.5,1,2.6,2.3,2.7,0,0
Seed 115,3-Apr,Organic Soil,1.5,1,1.4,1.7,3.3,0,0
Seed 116,3-Apr,Organic Soil,1.5,1,2.8,1.5,2.8,18,2
Seed 117,3-Apr,Organic Soil,1.5,1,2.2,1.6,3.1,0,0
Seed 118,3-Apr,Organic Soil,1.5,1,1.9,2,2.9,0,0
Seed 119,3-Apr,Organic Soil,1.5,1,2.5,1.8,3.2,17,2
Seed 120,3-Apr,Organic Soil,1.5,1,1.6,1.4,2.7,0,0
Seed 121,3-Apr,Organic Soil,1.5,1,2.3,1.9,3.3,15,2
Seed 122,3-Apr,Organic Soil,1.5,1,1.8,1.7,2.8,0,0
Seed 123,3-Apr,Organic Soil,1.5,1,2.1,1.5,3.1,0,0
Seed 124,3-Apr,Organic Soil,1.5,1,1.5,2.2,2.6,17,2
Seed 125,3-Apr,Organic Soil,1.5,1,2.4,1.6,3.4,0,0
Seed 126,3-Apr,Organic Soil,1.5,1,2.7,1.8,2.9,0,0
Seed 127,3-Apr,Organic Soil,1.5,1,1.7,1.6,2.5,0,0
Seed 128,3-Apr,Organic Soil,1.5,1,2,1.4,3.2,0,0
Seed 129,3-Apr,Organic Soil,1.5,1,2.6,2.3,2.7,18,2
Seed 130,3-Apr,Organic Soil,1.5,1,1.4,1.9,3.3,19,2
Seed 1,4-Apr,Loam Soil,2,1,2.3,1.5,3.1,38,2
Seed 2,4-Apr,Loam Soil,2,1,1.8,2,2.7,40,4
Seed 3,4-Apr,Loam Soil,2,1,2.7,1.2,2.8,38,3
Seed 4,4-Apr,Loam Soil,2,1,1.9,1.6,3.4,35,2
Seed 5,4-Apr,Loam Soil,2,1,2.1,1.4,2.9,46,3
Seed 6,4-Apr,Loam Soil,2,1,2.5,1.9,3.2,44,2
Seed 7,4-Apr,Loam Soil,2,1,1.7,1.8,2.5,33,2
Seed 8,4-Apr,Loam Soil,2,1,2.2,1.3,3,32,4
Seed 9,4-Apr,Loam Soil,2,1,1.5,2.2,2.3,41,2
Seed 10,4-Apr,Loam Soil,2,1,2,1.7,3.3,40,2
Seed 11,4-Apr,Loam Soil,2,1,1.6,1.9,2.6,35,3
Seed 12,4-Apr,Loam Soil,2,1,2.4,1.1,2.4,31,3
Seed 13,4-Apr,Loam Soil,2,1,2.6,1.6,3.1,33,2
Seed 14,4-Apr,Loam Soil,2,1,1.4,1.5,2.7,38,2
Seed 15,4-Apr,Loam Soil,2,1,2.8,2.1,2.6,50,3
Seed 16,4-Apr,Loam Soil,2,1,2.2,2.3,2.5,53,4
Seed 17,4-Apr,Loam Soil,2,1,1.7,2,2.9,39,4
Seed 18,4-Apr,Loam Soil,2,1,2,2.2,3.2,40,2
Seed 19,4-Apr,Loam Soil,2,1,1.5,1.2,3.4,30,4
Seed 20,4-Apr,Loam Soil,2,1,2.4,1.8,2.7,35,4
Seed 21,4-Apr,Loam Soil,2,1,2.3,2,3.1,34,3
Seed 22,4-Apr,Loam Soil,2,1,2.7,1.1,2.8,33,4
Seed 23,4-Apr,Loam Soil,2,1,1.9,1.4,3.3,39,2
Seed 24,4-Apr,Loam Soil,2,1,2.1,1.6,3,42,2
Seed 25,4-Apr,Loam Soil,2,1,2.5,2.2,2.3,50,2
Seed 26,4-Apr,Loam Soil,2,1,1.7,1.5,2.5,53,2
Seed 27,4-Apr,Loam Soil,2,1,2.2,1.3,2.6,38,3
Seed 28,4-Apr,Loam Soil,2,1,1.5,1.9,3.2,34,3
Seed 29,4-Apr,Loam Soil,2,1,2,1.7,2.4,30,3
Seed 30,4-Apr,Loam Soil,2,1,1.6,2.3,2.7,33,2
Seed 31,4-Apr,Loam Soil,2,1,2.4,2,2.9,53,4
Seed 32,4-Apr,Loam Soil,2,1,1.4,2.1,2.8,0,0
Seed 33,4-Apr,Loam Soil,2,1,2.8,1.2,3.1,25,3
Seed 34,4-Apr,Loam Soil,2,1,1.3,2.2,3.4,35,4
Seed 35,4-Apr,Loam Soil,2,1,2.6,1.6,2.5,50,2
Seed 36,4-Apr,Loam Soil,2,1,2,1.7,3.3,50,2
Seed 37,4-Apr,Loam Soil,2,1,1.6,1.9,2.6,43,2
Seed 38,4-Apr,Loam Soil,2,1,2.4,1.1,2.4,42,2
Seed 39,4-Apr,Loam Soil,2,1,2.6,1.6,3.1,39,3
Seed 40,4-Apr,Loam Soil,2,1,1.4,1.5,2.7,45,2
Seed 41,4-Apr,Loam Soil,2,1,2.8,2.1,2.6,40,2
Seed 42,4-Apr,Loam Soil,2,1,2.2,2.3,2.5,44,3
Seed 43,4-Apr,Loam Soil,2,1,1.7,2,2.9,33,3
Seed 44,4-Apr,Loam Soil,2,1,2,2.2,3.2,36,3
Seed 45,4-Apr,Loam Soil,2,1,1.5,1.2,3.4,41,3
Seed 46,4-Apr,Loam Soil,2,1,2.4,1.8,2.7,53,2
Seed 47,4-Apr,Loam Soil,2,1,2.3,2,3.1,50,2
Seed 48,4-Apr,Loam Soil,2,1,2.7,1.1,2.8,33,3
Seed 49,4-Apr,Loam Soil,2,1,1.9,1.4,3.3,40,3
Seed 50,4-Apr,Loam Soil,2,1,2.1,1.6,3,43,3
Seed 51,4-Apr,Loam Soil,2,1,2.5,2.2,2.3,43,3
Seed 52,4-Apr,Loam Soil,2,1,1.7,1.5,2.5,39,4
Seed 53,4-Apr,Loam Soil,2,1,2.2,1.3,2.6,37,2
Seed 54,4-Apr,Loam Soil,2,1,1.5,1.9,3.2,39,4
Seed 55,4-Apr,Loam Soil,2,1,2,1.7,2.4,59,2
Seed 56,4-Apr,Loam Soil,2,1,1.6,2.3,2.7,54,2
Seed 57,4-Apr,Loam Soil,2,1,2.4,2,2.9,38,2
Seed 58,4-Apr,Loam Soil,2,1,1.4,2.1,2.8,35,2
Seed 59,4-Apr,Loam Soil,2,1,2.8,1.2,3.1,33,3
Seed 60,4-Apr,Loam Soil,2,1,1.3,2.2,3.4,39,4
Seed 61,4-Apr,Loam Soil,2,1,2.6,1.6,2.5,45,2
Seed 62,4-Apr,Loam Soil,2,1,1.8,1.4,3,28,4
Seed 63,4-Apr,Loam Soil,2,1,2.3,1.9,2.7,34,2
Seed 64,4-Apr,Loam Soil,2,1,2.5,2.1,2.8,50,4
Seed 65,4-Apr,Loam Soil,2,1,1.7,1.5,3.1,55,4
Seed 66,4-Apr,Organic Soil,1.5,1,1.9,2,3.3,24,3
Seed 67,4-Apr,Organic Soil,1.5,1,1.9,1.7,2.4,0,0
Seed 68,4-Apr,Organic Soil,1.5,1,2.6,2.3,2.8,23,2
Seed 69,4-Apr,Organic Soil,1.5,1,1.5,1.2,3.3,19,2
Seed 70,4-Apr,Organic Soil,1.5,1,2,1.6,2.5,0,0
Seed 71,4-Apr,Organic Soil,1.5,1,1.8,2.2,2.9,19,2
Seed 72,4-Apr,Organic Soil,1.5,1,2.5,1.5,3.1,0,0
Seed 73,4-Apr,Organic Soil,1.5,1,1.7,2.1,2.6,0,0
Seed 74,4-Apr,Organic Soil,1.5,1,2.4,1.3,2.7,20,2
Seed 75,4-Apr,Organic Soil,1.5,1,1.6,1.9,3.2,0,0
Seed 76,4-Apr,Organic Soil,1.5,1,2.1,1.4,2.3,0,0
Seed 77,4-Apr,Organic Soil,1.5,1,2.3,1.8,3,27,2
Seed 78,4-Apr,Organic Soil,1.5,1,1.4,2,3.4,0,0
Seed 79,4-Apr,Organic Soil,1.5,1,2.7,1.6,2.9,21,2
Seed 80,4-Apr,Organic Soil,1.5,1,1.9,1.5,2.8,0,0
Seed 81,4-Apr,Organic Soil,1.5,1,2.2,1.2,3.1,0,0
Seed 82,4-Apr,Organic Soil,1.5,1,1.5,1.7,2.5,21,2
Seed 83,4-Apr,Organic Soil,1.5,1,2,2.3,2.4,0,0
Seed 84,4-Apr,Organic Soil,1.5,1,1.8,1.4,3.3,16,2
Seed 85,4-Apr,Organic Soil,1.5,1,2.4,2.2,3.1,0,0
Seed 86,4-Apr,Organic Soil,1.5,1,2.1,1.6,2.7,14,2
Seed 87,4-Apr,Organic Soil,1.5,1,2.6,1.3,2.6,0,0
Seed 88,4-Apr,Organic Soil,1.5,1,1.7,2,2.3,23,2
Seed 89,4-Apr,Organic Soil,1.5,1,2.3,1.9,3,0,0
Seed 90,4-Apr,Organic Soil,1.5,1,1.6,1.5,2.9,0,0
Seed 91,4-Apr,Organic Soil,1.5,1,2.5,1.8,3.4,0,0
Seed 92,4-Apr,Organic Soil,1.5,1,1.9,1.2,3.2,18,2
Seed 93,4-Apr,Organic Soil,1.5,1,2.2,1.7,2.5,0,0
Seed 94,4-Apr,Organic Soil,1.5,1,1.5,2.3,2.8,20,2
Seed 95,4-Apr,Organic Soil,1.5,1,2,1.4,2.4,0,0
Seed 96,4-Apr,Organic Soil,1.5,1,1.8,2.1,3.1,0,0
Seed 97,4-Apr,Organic Soil,1.5,1,2.3,1.5,3.1,0,0
Seed 98,4-Apr,Organic Soil,1.5,1,1.8,2,2.7,0,0
Seed 99,4-Apr,Organic Soil,1.5,1,2.7,1.2,2.8,25,2
Seed 100,4-Apr,Organic Soil,1.5,1,1.9,1.6,3.4,0,0
Seed 101,4-Apr,Organic Soil,1.5,1,2.1,1.4,2.9,23,2
Seed 102,4-Apr,Organic Soil,1.5,1,2.5,1.9,3.2,0,0
Seed 103,4-Apr,Organic Soil,1.5,1,1.7,1.8,2.5,0,0
Seed 104,4-Apr,Organic Soil,1.5,1,2.2,1.3,3,22,2
